,commenterID,UserName,Date,Text,Sentiment,Polarity
5722,UCjKp22p3spLODJysR1pmw4A,@enriqueespiritu2068,2023-03-13 11:32:48+00:00,star accion inflad,Neutral,0
5721,UCWI8QPP1FpDKQzCpbXCsuUg,@peterguas3729,2023-03-13 11:35:15+00:00,dic quotemergentesquot estartap sab habl español,Neutral,0
5720,UCjKp22p3spLODJysR1pmw4A,@enriqueespiritu2068,2023-03-13 11:35:15+00:00,accion nominal vend vuelv,Neutral,0
5719,UCV8iC6HoirIIgrnvpb-pt1g,@dayamiavila8569,2023-03-13 12:04:00+00:00,diner fisic brporqu inviert dej diner fisic,Neutral,0
5302,UCndxVIHxJRfEGBUFxbFwzNw,@marianf.100,2023-03-13 12:06:34+00:00,graci fern program salud,Positive,1
5718,UC_A0uy_M-A9HX-5d9GjNvuQ,@fausto7843,2023-03-13 12:08:47+00:00,mosc retir ahorr banc compr,Neutral,0
5717,UCI3LWwYgTaMzjYBMKNIRwYw,@hectorcasellaspena2,2023-03-13 12:20:20+00:00,graci cre falt habl com bon pudr tras alza tip,Negative,-1
5716,UCyZm2GscVVj5aBBr6Rawuqw,@estebancarreraa.1460,2023-03-13 12:38:05+00:00,entiend sentimient gratitud banc freddy imagin moment grabacion desconoc grand ejecut banc sac bon pag jugos ultim jug ilegal dadas circunst lad perd invert compañ valor agend polit detras alla rentabl much empres list levant millon financi jamas rentabl,Neutral,0
5715,UCaPL6cd2xRoaaOkwU7O_3VQ,@hectorvega4906,2023-03-13 12:40:13+00:00,empez plen pandemi trump reserv federal imprim diner tonel manten status estil vid yanke gener inflacion digit lueg vien alzas tip interes final banquer jueg dad demas mism problem simplement decid apañ diner declar quiebr jod cuent habient ahor pid rescat banquer judi segu sent trillon dolar mientr impuest ciudadn pag desastr rob,Negative,-1
5714,UCoLv__a1gLdbB5K46wyQotg,@DanielIvan160,2023-03-13 12:52:24+00:00,rar escuch econom quiebr vari banc escuch razon suces escuch palabr relacion aument tip interes provoc reserv federal consecuent años atras respect desarroll tecnolog inovacion dej atras respect chin bat records registr nuev patent,Neutral,0
5713,UCqh5a5IVVRsuqOn5rbr6orw,@tavocaf,2023-03-13 13:15:22+00:00,excelent explic much graci,Positive,1
5712,UCjwpF1fmhWQ5z-LUFz5WtMg,@mcasana91,2023-03-13 13:38:56+00:00,pregunt cre ucrani sig gan,Neutral,0
5711,UCAQiUewm21Aj_ppK5J1jJNA,@ZeroMctavish,2023-03-13 13:53:30+00:00,sol demuestr debil sistem aunqu quier vend contrari estamp panic tumb banc grand,Negative,-1
5710,UCt-voNn6yzHS994N8xmYwbw,@JDQN,2023-03-13 14:02:41+00:00,buen vide sup sup buen necesit vide freddy much graci inform enseñ dej dios bendig empres,Positive,1
5300,UCOF39OxdV1HfUYh0ZtUHFBQ,@urusol,2023-03-13 14:03:05+00:00,sol conozc silicon neutr oxid ojooo,Neutral,0
5709,UCjQAobb0WkfMLBE4p68V-Tg,@rafelrozon8891,2023-03-13 14:08:24+00:00,startups quiebr capital prest geni creador histori busc banc sueñ,Neutral,0
5708,UCydPJ3goTnojSCx0RwSKptw,@jesussanchezflores6164,2023-03-13 14:17:08+00:00,tercer seman marz,Neutral,0
5707,UCHDtpyr3_rA-0RzVJLOrS1Q,@luciferesmite1116,2023-03-13 14:23:56+00:00,corralit parec,Neutral,0
5706,UC5teFOWrRZ-BsBgyXtylB7Q,@licalgado1,2023-03-13 14:32:47+00:00,balanc habi activ liqu millon millon hac quebr qued sol millon descuadr millon desaparec,Neutral,0
5705,UC9v7y7Dbbi1RoQ4B5CSRG9g,@liazarellacorreagalindo2077,2023-03-13 14:37:35+00:00,guard plat banc loc,Neutral,0
5704,UCfzuCNjqaokAlb3zKIcE9iQ,@Jefe21054,2023-03-13 14:47:50+00:00,record histori ecuador feri bancari sobretod hiz acuerd filanbanc,Neutral,0
5703,UC3K04AvmTOeqcK-3R9kiulA,@isabellacoprisefernand9487,2023-03-13 14:48:11+00:00,freddy respet simpatiz explic sistem bancari salud,Neutral,0
5702,UCtwEcWon5XN3yx2f0iZnpKQ,@netcigos,2023-03-13 14:54:32+00:00,dic javi milei banc simons banc deposit banc inversion separ,Neutral,0
5701,UCj9AZU84YMClLaigT4hpgmQ,@LuisRodriguez-tr9cg,2023-03-13 14:54:52+00:00,inteligent botij llen moned man derrumb mund quis,Negative,-1
5700,UC6rmb5dObq-iHI__vqTTp3w,@JorgeMirandaOrtega,2023-03-13 14:57:17+00:00,entiend com funcion quier destru algui siembr mied,Negative,-1
5699,UCQmK5yFdWC6KM4AB2M_T6rg,@fernandovargaspineiro2135,2023-03-13 14:58:03+00:00,excelent explic much graci brod,Positive,1
5698,UCv6ngmAOUqI1eoC_InoHR9w,@masterpuppetjorgescorciaff3963,2023-03-13 15:02:07+00:00,viv argentin dar cuent inmediat vien encim encontras silicon valley preguntal com hiz rap vend accion,Neutral,0
5697,UC_Fu3f6D1mrywhfoWHz5FIg,@tecnosolutions9908,2023-03-13 15:03:02+00:00,niñ diner complic vem leem dali sab funcion sistem bancari bitcoin,Neutral,0
5696,UChUIfHPytnhq2b3DtAuXkvQ,@eduardoibarra7177,2023-03-13 15:05:05+00:00,solucion hac tiemp propuest division banc mer ahorr cobr administr banc inversion gent quier arriesg diner pon aqu pued gan perd diner acab tod abus sistem fraccionari cre este tip problem,Negative,-1
5695,UCuMAxh1VAWqgq89BRciayMw,@juanaramayo2721,2023-03-13 15:09:49+00:00,viv rusi,Neutral,0
5694,UCQvqbeEsDIO7I-AMPo6TzSg,@hyarbi,2023-03-13 15:10:34+00:00,ahor grab camin caid banc qued estudi,Negative,-1
5693,UCuhDJWg5rGEuowAfwAwq1tg,@emonsalvep,2023-03-13 15:26:19+00:00,stobox atra total segur security offerng tokens,Neutral,0
5692,UCiyh0CV9BxxqOP9M8TkUPaQ,@mmmvvv5134,2023-03-13 15:31:53+00:00,bruj,Neutral,0
5691,UCkypLgrp2UJR3I6oKQ1v81g,@willypedernales4213,2023-03-13 15:34:05+00:00,suen conspir sistem bancari,Neutral,0
5690,UCJdYIPG2Koi4G2qFmTHDWcA,@ZZsXX1,2023-03-13 15:43:08+00:00,ose culp gent sac diner brbrhay mil econom expert explic comet error cual error culp banc manej gent quer freddy,Negative,-1
5689,UCMdlEljdT_xRE0tudw7hviQ,@leonardodione1968,2023-03-13 15:46:54+00:00,pas banc qued plat jajajajaj,Neutral,0
5688,UCycn5V63WMW0zOMzJdO2NaQ,@germanleo71,2023-03-13 15:51:35+00:00,nunc coloqu huev mism canast,Neutral,0
4681,UCLv7Fsa71v4Tk8UPFKZwhUQ,@antoniolledo8276,2023-03-13 15:54:14+00:00,tencionmalgastadoresd botellon fiest locasqu vien ruinaper fech escrib banc import entraron quiebraest hrefhttpprincipiodeprincipiode dolor factor endeud hrefhttpcovitlacovitla guerr ucraniay sancionesmet bolsaqu quier explotaraper habl quiereexplosionmuch empres españ pud aguant prolem coviti cerr marz hor prolem covit desaparecidosiig dand cierr much empres españ economiacolapsesalvens pued precedent pes hac plan larg plaz cualquierdiabendr sustospor quer preparart,Negative,-1
5687,UCjPgvcOxofOdveqQ1VJs2pQ,@wxkconsu423,2023-03-13 16:09:42+00:00,pil encant,Positive,1
5298,UCdeNqNhOq-29ghfugWgdYSQ,@alvaromoratal9313,2023-03-13 16:09:52+00:00,capital acab,Neutral,0
4680,UCLv7Fsa71v4Tk8UPFKZwhUQ,@antoniolledo8276,2023-03-13 16:12:18+00:00,acer hrefhttpcuentasnicuentasni numerosl derroch apag car rei hor llorarany unidosbanc import colapsadoi segu cerrandobs aver gran explosion econom atrev dec apocaliptic tard tempranot pasaral mierd econom mierd socied fragil carg tod tard tempran tod pas factur todasqu vien ruin compr tiend campañ qued put callepor men pas fri,Negative,-1
5686,UCrL4CJuH6FZ4qSkX7p5XD0w,@shoppined5702,2023-03-13 16:15:23+00:00,bitcoin lleg solucion problem merc tradicional clar guard wallet exchang,Neutral,0
5685,UC1hE6k5K35WNmczMqzkqYnQ,@raulalonso9677,2023-03-13 16:16:08+00:00,diner esfum desaparec qued algui,Neutral,0
5684,UCqXXEChjLAshW_ba1J8g2pw,@MrJAFO.,2023-03-13 16:16:56+00:00,realid parec peligr gent cre piens sab tod hac vide dic pas silicon gent entro panic vay desinform grand,Negative,-1
5683,UCJ6QE9xc6mnZbXbA08V36fQ,@onelidiapubillonesvaldivia5461,2023-03-13 17:02:33+00:00,problem deb banc quit cas banc deb,Negative,-1
5682,UCXyHEFxGK9VNj9L-JX21wUw,@PedroLopez-lr6lj,2023-03-13 17:03:34+00:00,graci conten español,Positive,1
5681,UCuP4Sse3fyJtIDFEUeURyQA,@ruben12arias,2023-03-13 17:05:03+00:00,recomend mary poppins niñ exig peniqu pod entend pas silicon valley bank,Neutral,0
5680,UCgv6qnZnjD-M3M9v8KRbxcA,@mentepurpura1910,2023-03-13 17:06:05+00:00,freddy falt humild nunc acept equivoc,Negative,-1
5679,UCD3E9DMi8fMR-wbFXf78YAg,@victorruiz3302,2023-03-13 17:07:00+00:00,form demerit cualqui contrinc ajen ide descalif burl not hac freddy critic haci usand mongolit replic critic deb respetu,Negative,-1
5678,UCe8ELfYy2wHABLB6D0XKihQ,@marioalbertoperezislas48,2023-03-13 17:10:02+00:00,nic,Neutral,0
5677,UCONmMfWEngUH8tkcrRcO3Fw,@LionPlanes,2023-03-13 17:16:01+00:00,buen analisis fredy graci,Positive,1
5676,UCrjOOY0F-tLbeApt-1TmUFw,@alexbustamante7197,2023-03-13 17:17:14+00:00,moment vide dic quotel mart surg rumorquot signif nunc sup sabr filtr inform dud marc comienz colaps simpl rumor gener catastrof enorm proporcion dic conspir pregunt algui echar corr rumor sab provoc avalanch coincident exist men trat mil millon,Neutral,0
5675,UCph-eqKPltRjzPKIPoWfIlg,@laudinius,2023-03-13 17:20:05+00:00,ciert sistem bancari eeuu especif fdci puest funcion systemic risk tool garantiz diner depositari expres depositors fail silicon valley bank will hav full access the funds starting march qued expuest seri accion invert valor bursatil lleg vend perd caus caid valor,Neutral,0
5674,UCzXS_VZPa0m1AkNMxmOY1-g,@AngelesGarcia-ty8ln,2023-03-13 17:20:42+00:00,entonc gener rumor esparci panic curios dic banc ayud empres negoci banc colaps colaps negoci dependi ayud financ afect emple depend sueld interes cre acab aqui,Neutral,0
5673,UCsNQhpoh-ti8tM8VsBsq43g,@davidterranova690,2023-03-13 17:33:07+00:00,com public estatal,Neutral,0
5671,UCWRu5EY0CxdhRLLsqKgW7Mg,@mitabyo8400,2023-03-13 17:55:19+00:00,conozc profund sistem financier american europ exist line concret banc central europe salv moment iliquidez transitori retir masiv siend mecan casi instantane,Neutral,0
5670,UCH3u3FYiD6Md1lSX-Ch1DQg,@gerardoda2482,2023-03-13 17:56:36+00:00,imprim cas acab papir,Neutral,0
5669,UCzitlCz8kZHGBS_dmG8xV7A,@paty2030,2023-03-13 17:58:43+00:00,hac comenc vide plazit escuch fredy cad vide chevr aprend riend mism tiemp fredy crack,Neutral,0
5668,UC_BK0GCEVVXuNFU___OPPzw,@luiscarlos5318,2023-03-13 18:04:28+00:00,caremuisc traidor lav car especul gring ladron,Negative,-1
5666,UCs7DzLaGXpSRe1Z2OD2_bVg,@19JCRueda33,2023-03-13 18:11:54+00:00,burbuj especul cualqui moment explot,Neutral,0
5665,UCGKa7lIsIgdmiEqLqRHKlmQ,@setzutokugawa2588,2023-03-13 18:12:38+00:00,mejor notici mund,Neutral,0
5664,UC2ud_UoERpptrzgQy5-THVg,@lasfaces,2023-03-13 18:13:00+00:00,pas banc reserv fraccionari banc simmons pas,Neutral,0
5663,UCXNWeF_7sRMzEng5WymX9DQ,@miltonventure,2023-03-13 18:13:58+00:00,moralejay preguntaqu plan bcdse pued implementarbrbrautomatiz bots tradingbr hac presupuest liquidez segur altern empresastartupbrbrun cashalternativopor dec,Neutral,0
5662,UCDleAcbcGOrEZ5QsMzIm5LA,@TreviSand,2023-03-13 18:18:42+00:00,cript resuelv esto bitcoin,Neutral,0
5297,UC8e-L40JdUZuRC4eBLPyFSg,@ojalaquesirva126,2023-03-13 18:18:44+00:00,buen entrev,Positive,1
4679,UC_GMRnYyGewBNU1pJujCXlQ,@damocles7230,2023-03-13 18:24:24+00:00,compr cryptomoned,Neutral,0
5661,UCQ_GSttPde8IiJ5ADAYiVjA,@pablokiesa2388,2023-03-13 18:27:30+00:00,unid bord colaps gent bien quier viv,Neutral,0
5660,UC7sjDMzks_DKzd4fSfOa0yA,@migatoazul114,2023-03-13 18:28:41+00:00,fredi mundobreeuu guerrs nuclesr democraci,Neutral,0
5659,UClWz5Is84kEdFPiTXbD-jmA,@DiegoSaportas,2023-03-13 18:35:34+00:00,salud apreci freddy pertenec gobiern unid men regul mayor gent hac cre reves banc central priv manaj falimi rothchild judi jazar ancestr ucranian regul corpor unid gobiern constirucional unid amer,Neutral,0
5296,UCujpVNH52YT2po2wf7wIgWw,@n.e.s5864,2023-03-13 18:37:14+00:00,siempr igual intervencion estatal arruin,Neutral,0
5658,UC9Zrj150n3U_ono7cb8spBw,@PedroJosePezzarini,2023-03-13 18:39:07+00:00,algui not freddy qued blanc can cabez,Neutral,0
5657,UCknqu-Nr6eRvvi_a_76Ab3g,@andresjerez13,2023-03-13 18:39:11+00:00,jesus financier dam rentabil,Neutral,0
5656,UC1SptDXF-MBf96tHC6mGoRg,@ramrouss437,2023-03-13 18:39:20+00:00,habl rol gomel excelent explic,Positive,1
5655,UC-lzOp8UNR9Vcgd_PIdDYYw,@intipizarro,2023-03-13 18:39:56+00:00,moment cre platzi bank,Neutral,0
5654,UCWSdh4DZXCyUGHfrPzDDqHQ,@leonardopamplona8309,2023-03-13 18:43:41+00:00,culp quiebr deb polit imprim diner respald hech democrat gener inflacion lueg vien sub tas interes hac much inversion bon tesor larg plaz interes cercan vuelv insosten consider costos vuelt ped diner prest,Negative,-1
5653,UCHMtx_zLMeI3ecwi7MCFJwg,@isaacr85,2023-03-13 19:07:18+00:00,sol falt baj pantalon mientr habl sistem financier,Negative,-1
5652,UC5NSzCUpzuTVkVtRU-sDDDg,@ivanvelascoc,2023-03-13 19:08:25+00:00,genial freedy siempr not sab habl,Neutral,0
5651,UCOfvgHGn1hfue1x2CyeV4Bw,@diegobayonaruiz3148,2023-03-13 19:14:30+00:00,buen format freddy can,Positive,1
5650,UCn3tQ3bIjL7ohq-3rHeE38Q,@frank.j.martin,2023-03-13 19:16:47+00:00,brooklyn,Neutral,0
5649,UCSs5-ed6epQX_cmqWNbYoEA,@ronaldinfinito,2023-03-13 19:25:23+00:00,lav car sistem bancari actual cre diner rav credit gener tod crisis dic premi nobel econom actual pued esper freddy econom,Neutral,0
5648,UCCTh4rJfwUcNDf8ceblhhYQ,@alela5624,2023-03-13 19:36:00+00:00,normaljust banc ideal amazon adel monopoli muejeeej azar chic,Neutral,0
5647,UCEgUU6zv1-xh8I6xfyiFxZQ,@jnsc001,2023-03-13 19:45:51+00:00,minut gobiern eeuu permit banc priv yanquis congel reten diner client bres ilegal eeuu libr mercadobr banc priv yanqui pued cre corralit propi,Negative,-1
5646,UCjfkz8ZPuyXT7b8xxkfyVow,@mariomendoza5061,2023-03-13 19:49:21+00:00,platzi trist dinerit cañ,Negative,-1
5645,UCCTZt0z-rF3-80Bs0a6nmqQ,@OkyCapriatto,2023-03-13 19:49:38+00:00,conclusion hrefuckszuwhgymbdvujgxsifyoqcdtspiasaw diversific encomend sagr rostr href,Neutral,0
5644,UCjfkz8ZPuyXT7b8xxkfyVow,@mariomendoza5061,2023-03-13 19:59:13+00:00,clasic cacheton defend quotsistemaquot trat neg realid corrupt banc camin altern cript,Negative,-1
5643,UCzKnRVK3MrDvn-nOa7AHXeA,@quienesmaxi,2023-03-13 20:05:15+00:00,clar muchach,Neutral,0
5642,UCEgUU6zv1-xh8I6xfyiFxZQ,@jnsc001,2023-03-13 20:05:48+00:00,entonc problem startups diner atrap pued fond entonc oper diari paraliz client cierr cuent men ped men trabaj menor ingres reduc tamañ quiebr amarr contractualmentebrmhmmm negoci reserv dispon grav problem,Neutral,0
5641,UCju0RHpWpVKcnZBruijwTgA,@zipo646,2023-03-13 20:06:03+00:00,mund hil punt romp hil confianz,Negative,-1
5640,UCfdr6i4JBOu5e419xK5KdCA,@LuisRJimenezG,2023-03-13 20:07:19+00:00,defend banc estaf,Neutral,0
5639,UCY9DE5ri2EaocNOl1wlk9wQ,@davidsolano2423,2023-03-13 20:09:05+00:00,principi escuch rumor insolvent almen banc eeuu bancarrot comenz caer,Negative,-1
5638,UCbQXF96NAKHcONjkwgtwYEw,@carlosrojas8157,2023-03-13 20:11:53+00:00,resum siempr rob plat respond igual pas banc fond pension rob plat respond aqu colombi tod gent banc fond pension dond pap gobiern plat content,Neutral,0
5637,UCgARvmMwHIZiWGusPZ9TiaQ,@nicolasmiranda7674,2023-03-13 20:14:49+00:00,practic mism gent quebr sol sjsjsjsjsj mied,Negative,-1
5636,UCB64ry36yw8_5AW_xs717hA,@mauriciobaez2363,2023-03-13 20:17:16+00:00,encomend jesus financier jejejejjej cdlm jejejejjejejejejej doctor finanz resum fras buen recomend excelent vide,Positive,1
5635,UCmFaTiIhXxi_5YjTtOjsemA,@LCORP1,2023-03-13 20:21:41+00:00,pas negoci depend emocion human tem panic algun logr sac starup jam pondri bols valor merc volatil emocional human logr capitaliz empres ser trav activ especul human,Neutral,0
5634,UCkAzsjs-_0iBXtvfjLsQBig,@DiegoLopez-gk3vp,2023-03-13 20:38:32+00:00,moment banquer inversion tip usurer transform comun ador lenin stalin nacionaliz perd vuelv ten benefici entonc capital,Neutral,0
5633,UCu6QjMOhaV4x_fpk2TXGRbw,@nolesabeZelda,2023-03-13 20:47:10+00:00,prend cuet entras panic lanz encendedor corr cuet man,Neutral,0
5632,UCizdJFGDzicMYLNDTW_kiXQ,@liamacosta2879,2023-03-13 20:56:54+00:00,yeeeey,Neutral,0
5631,UCMcFnjyH-InKesFnwHwEJsQ,@mxmm1022,2023-03-13 21:28:57+00:00,nfts fracas quier vend narrat apoy creador,Negative,-1
5295,UCNRGydA4IHcrNUlXEDcQvIQ,@infinito2200,2023-03-13 21:39:07+00:00,descripcion polit dad abus acosobrl polit sum acos acos benefici defect riesg perjudiqu,Negative,-1
5630,UC9CSbhhPa-s52KFDvg3fwjA,@hebbola,2023-03-13 21:41:58+00:00,encant acuerd vide finanz quotsolidasquot banc echaron perd perd confianz sistem quotbienquot habl elef habit trat vide verd consider quotnormalquot andas bien perd freddy salud,Neutral,0
5629,UCsqO_yVRCXtMlg3JGyrhreA,@mymmateoymartin5677,2023-03-13 21:45:05+00:00,jjajajaaj dic put capital jjjjjanaajajamadr,Neutral,0
5628,UCDEID0XfH28pP_jU31fn1wQ,@guillermoamarilla9601,2023-03-13 21:55:28+00:00,graci fredi info,Neutral,0
5627,UClOMIBsxoHXYtQ1rH_cCnmQ,@arlenhernandez2667,2023-03-13 21:57:37+00:00,especul sum merc bols,Neutral,0
5626,UCry8FW3udkDdmhVVN_lQvWw,@ingjuanes,2023-03-13 22:13:52+00:00,dec guerr ucrani econom rus colaps realid terremot viv unid proxim replic europ tras tres dias dars quiebr grand banc silicon valley bank signatur,Negative,-1
5625,UCCTS04OGirkWqS3be0xsDoA,@johnvp3670,2023-03-13 22:21:47+00:00,merc amig preocup aunqu efect colateral segu dej sistem devor bien iron,Neutral,0
5624,UCdZ-1qsbuugSGK9vslKh3nw,@hamaterart6091,2023-03-13 22:30:35+00:00,cas gam stop grup inversion rescat empres favor olvid ejempl union hac diferent,Neutral,0
5623,UCUSM6Sf-_8O18DTHZKy31Dw,@luisramosorellana3766,2023-03-13 22:47:34+00:00,conozc call yorkfreedy,Neutral,0
5622,UCxvHYgtI_VWf3P8CLj_ymvg,@pablobouvier927,2023-03-13 22:51:04+00:00,freddy sab perfect explic sol ciert part banc europe garnatiz devolu eur american dolar person cuent cuent banc pued cre diner pod prest diez vec diner efect deposit banc denomin eufem quot reserv fraccionariaquot impos quiebr aunqu retir deposit pues socied civil segu deb vec retir realiz,Neutral,0
5621,UCgwOf2g9_LTGyFXygpWmqTw,@VjRoboZ,2023-03-13 22:56:47+00:00,grand freddylob excelent explic,Positive,1
5620,UC58wsp1vMT3OxCDls-c-5JQ,@JulianGarcesJaramillo,2023-03-13 23:18:32+00:00,hol federal gobiern californi banquer silicon valey deberi aprend ecuador crisis bancari manej plan choqu gobiern hiz banc congelar ahorr dias cuent ahorr sol pod retir sald max freddy torn,Neutral,0
5617,UCA3XhL4uQiF6XzeH2pBOFdQ,@richardmasa2490,2023-03-13 23:37:01+00:00,graci freddy explic suced silicon valley bankbrgr consej quotnunc ten huev mism canastaquot,Neutral,0
5616,UC7mHRD16jQq--RyW7ZoPOFA,@yohannarobayo3605,2023-03-13 23:44:20+00:00,graci inform aprend,Neutral,0
5615,UCoGmYibntNVY9wfWqZIeHPw,@pedrofernandorodriguezrami6577,2023-03-13 23:49:46+00:00,status platzi algun problem,Neutral,0
5614,UCXPfmewfqUBx63sn2s58PUQ,@user-ue9ks2zc2l,2023-03-13 23:56:00+00:00,amig graci pued consej especif hac hac agradezc muchisim graci agradezc,Positive,1
5613,UCW6NRtvCMYGSZqrEHoWRwKg,@daviddante1989,2023-03-13 23:59:28+00:00,aqu gran sesg brod crisis sol product panic crisis previst senador norteamerican berni sanders elizabeth warr product desregul bancari entidad just tamañ silicon valley bank aprob gobiern donald trump,Negative,-1
5612,UCqP2l3dIal-Wh72-dBvpzpA,@andresgimenezpoli1115,2023-03-14 00:02:24+00:00,sal hac rescat express,Neutral,0
5611,UCWeT19uBtlhKttKg9EOUD4g,@cpinochet,2023-03-14 00:28:06+00:00,hol vide brooklinny fri alla,Neutral,0
3390,UCwvh8uk08Yje1Q-eOSEYIGw,@darehousegrill,2023-03-14 00:57:45+00:00,mejor cam,Neutral,0
3389,UC0lvTqUgQBFWF03-9DEmNzg,@alejandrogalindovelazquez5435,2023-03-14 00:58:30+00:00,prim comentari excelent tem,Positive,1
3267,UCdNnEDbRWhanA1O8zhCn3ZA,@OmarEducacionFinanciera,2023-03-14 00:59:47+00:00,cre inici colaps financier brbr bursanet bols valor brtutorial href abrabr cuent href codig quotomarefquot abrir cuent accion brtermin condicion href curs hor bols valor enfoc analisis fundamental accion href,Neutral,0
5610,UCiZFMrvYwOdgBTQepTcWOvg,@maulord4,2023-03-14 01:00:23+00:00,pedant tip,Neutral,0
3386,UCH_kEQNHMcmHEbjTHEkitMw,@emmanuelapodaca5220,2023-03-14 01:00:58+00:00,grand siempr omar,Neutral,0
3385,UCwe8Irsj0ZPL_KoNHyZ31Rw,@ismaelmartinez7866,2023-03-14 01:02:39+00:00,vien hor sal compr papel higien,Negative,-1
5609,UCFAV8AN-ZWPKR-WQSngLVaw,@albertosalazar8964,2023-03-14 01:07:42+00:00,hac banc nunc diner fisic diner digital credit entreg fisic pid prestam entreg fisic diner fictici,Neutral,0
3384,UCrFgJ3N-fa0gHGeCgRUy0Pw,@jessediaz3210,2023-03-14 01:07:45+00:00,hor hech vistaz papu,Positive,1
3383,UCo5qM7gmNDQf70K8BJJQFmg,@LeonCelso,2023-03-14 01:15:13+00:00,videl fobrapo,Neutral,0
3382,UCrFgJ3N-fa0gHGeCgRUy0Pw,@jessediaz3210,2023-03-14 01:15:34+00:00,sub tas quotcontrol inflacionquot romp toc banc ahor dic buffet analiz oportun entran panic ahor pag puebl impuest fobapro gring,Neutral,0
3381,UC7wZhWxE0PgFJuhPnUTHteA,@carlosposadas483,2023-03-14 01:19:28+00:00,excelent vide siempr mast,Positive,1
3380,UCKMgnnPiUHqTHTd-0HS7i1w,@aboncar,2023-03-14 01:19:42+00:00,graci omar salud colombi,Positive,1
3379,UCrFgJ3N-fa0gHGeCgRUy0Pw,@jessediaz3210,2023-03-14 01:23:41+00:00,marz sol sub tas,Neutral,0
5608,UCDvpZqBJRDoeniVHUM7KIJg,@thejaliscoful,2023-03-14 01:27:30+00:00,fdic pud tard asta años regres diner empres doll cubr segur mejor diner perd brqu desastr,Negative,-1
3378,UCcUpXUzTqwtlC1Xrcv0jW8Q,@marcosmacias2087,2023-03-14 01:28:36+00:00,interes buen vide bien fobapro,Positive,1
3377,UCAkUFAKurrGe6x2K33Lu4qA,@angelinaloy2778,2023-03-14 01:28:47+00:00,vide fobapro favor graci,Negative,-1
3376,UCAkUFAKurrGe6x2K33Lu4qA,@angelinaloy2778,2023-03-14 01:29:25+00:00,graci ten,Neutral,0
3375,UCrFgJ3N-fa0gHGeCgRUy0Pw,@jessediaz3210,2023-03-14 01:30:00+00:00,estari interes baj cerc dolar buen soport probabl rebot convin analisis tecnic situacion especial,Neutral,0
5607,UCUVerhJYbhC4fYhn0_Vn9Rg,@reysua5766,2023-03-14 01:32:46+00:00,tipic truc banc quiebr compr banc salv banc compr result dueñ dueñ banc,Neutral,0
3374,UCX5zOqISLAz__eFVzWFyA6w,@anamariapelaez2933,2023-03-14 01:35:43+00:00,igual sugier vide fobapro graci,Neutral,0
3373,UCAkUFAKurrGe6x2K33Lu4qA,@angelinaloy2778,2023-03-14 01:38:46+00:00,diferent banc union credit unid,Neutral,0
3372,UCIW0j-VAstqSInvGq3mWlZw,@Anna-lg5qn,2023-03-14 01:46:12+00:00,excelent vide omar felic graci report cre afect inversion cet manerabrtambien apoy comet bastant bien vide acerc fovapro,Positive,1
3371,UCAkUFAKurrGe6x2K33Lu4qA,@angelinaloy2778,2023-03-14 01:46:35+00:00,estan respald union credit algun segur gobiern pas quiebr,Negative,-1
5606,UCL_Q1O8Cr05HkuiRFF9KVVQ,@dannadev17,2023-03-14 01:47:26+00:00,posibl afect banc colombiana,Neutral,0
3370,UCcR6mcKI_-zzyvfQ1ghswbg,@EldelacoronadelMar,2023-03-14 01:48:40+00:00,sol deb prepar venganz atlantis ahor zeus cay poseidon querr vengarlonadi podr deten,Neutral,0
4678,UCofHWg4Oli0u6wMDSPsDLMw,@JuanBautistaRomeroCarran-vw9yi,2023-03-14 01:49:23+00:00,dolar eur eur dol,Neutral,0
3369,UC62LQFV1PI3PeEAx9H2DyMg,@rubennajera6959,2023-03-14 01:57:03+00:00,vide fobapro salud,Negative,-1
3368,UC2i9G_YbJ8DW-9wxAKxjl8Q,@albertoyepezrico4372,2023-03-14 01:58:33+00:00,buen vide aisl,Positive,1
5605,UC1Pz-8_U4_YNnu_oq3xPNkA,@petersanmartin9112,2023-03-14 02:00:47+00:00,sencill diner gratis banc acept riesg hac negoci startups negligent manej escenati,Neutral,0
3367,UCyG4ZUigghZrdMOcYYUiRpQ,@anglikbb3266,2023-03-14 02:01:27+00:00,graci tod inform brsiempr valios conten,Positive,1
4677,UCBFrfquLvGdJafMfwBxmPug,@feliciaheredia853,2023-03-14 02:04:16+00:00,excelent vide capaz expositorbrdec desbarajust mundial cumplimient profet curs vem acontec plan agend prepar escenari gobiern besti apocalipsis llam anticrist dias final busqu diosbrbendicion,Positive,1
3366,UCkeJpi5n6h71imTuOt9RWqQ,@piolina8819,2023-03-14 02:04:44+00:00,vide fobapro siii diferent event salud,Neutral,0
5604,UC9BpF89Uq1Eey1yWrbCn8Uw,@alejandrAgutierrezDs,2023-03-14 02:08:26+00:00,profet determin dol caer,Negative,-1
3365,UCNg-fnpamIO1dMzpa09iBzA,@gregoriovaldivia9893,2023-03-14 02:17:10+00:00,favor reflexion fobapro pendient segu aprend,Neutral,0
5603,UCkhTzRcG5GrHN9J18KZ-Dkg,@caballerosv.i.p1991,2023-03-14 02:20:10+00:00,tecnolog apoyarlaest siempr desarroll human comprob mezcl econom direct aparec fraud moment criptomoned reflej gananci poc perd millon nuev piramid plat form desaparec,Neutral,0
